,text,spam
486,"Subject: . . . if you ' re looking for the lowest software prices on the web , you just found them !  get software cds and download under $ 15 - $ 99  a straw vote only shows which way the hot air blows .  poverty is the parent of revolution and crime .",1
487,"Subject: re : volume ii of the technical corner collection  sam ,  this is a partial list of people to whom i would like to send the volumes :  volume 1 & 2  winokur ( enron board member , shirley has his address )  jeff skilling  ken lay  mark frevert  greg whalley  rick buy  jeff shankman  john lavorato  dave delainey  i shall write the cover letter .  also , we can add additional volume for kaminski ' s columns ( just 10 copies ) ,  including bios and my contributions .  i would like to show the depth of talent we have in the group .  vince  enron north america corp .  from : william smith @ enron 01 / 09 / 2001 01 : 07 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : volume ii of the technical corner collection  vince ,  i have successfully integrated martin ' s article into volume ii and am  following mike ' s instructions for reproduction . i ' m also having some  additional volume i ' s printed , too . would you mind disposing of the other  set i gave you ? i wouldn ' t want things to get confused . also , i ' m doing 20  volume i ' s and 60 volume ii ' s . please let me know how many you personally  need and i will deliver them to your office .  thank you ,  sam",0
488,"Subject: make a fortune on ebay 24772  ebay - # 1 rated work at home business  opportunity  - pc magazine  fortunes are literally being made in  this great new marketplace !  over $ 9 billion  in merchandise was sold on ebay in 2001 by people just like you  - right from their homes .  now you too can learn the secrets of successful  selling on ebay and make a staggering income from the  comfort of your own home . if you are motivated , capable  of having an open mind , and can follow simple directions , then  visit us here .  we are strongly against sending unsolicited  emails to those who do not wish to receive our special mailings . you have  opted in to one or more of our affiliate sites requesting to be notified  of any special offers we may run from time to time . we also have attained  the services of an independent 3 rd party to overlook list management and  removal services . this is not unsolicited email . if you do not wish to  receive further mailings , please go  here to be removed from the list . please accept our apologies if you  have been sent this email in error .  charset = iso - 8859 - 1 "" > ",1
489,"Subject: re : invitation to speak at power 2000  emma ,  it ' s your choice . i can chair the session of day 2 or speak on one of these  topics .  please , let me know what works for you .  possible presentations :  evaluating the effectiveness of insurance as a risk management tool  or  applying real option theory to value power plants  or  overcoming the difficulties of accurately estimating volatility  vince  "" emma wolfin "" on 12 / 14 / 99 04 : 08 : 03 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : invitation to speak at power 2000  hi vince  it is my great pleasure to invite you to speak at power 2000 which will be  in houston on 9 & 10 may 2000 .  would you be interested in chairing one of the streams on day 2 of the  conference ? or making a full presentation on one of the days ? please let me  know which talks interest you . obviously , some of the talks are no longer  available but i would like to give you a choice as much as possible . please  could you get back to me asap on 212 925 1864 ext 151 or by return email .  i very much hope you can make the dates as i ' m very keen to have you  participate at power . not to flatter you unnecessarily , but i know that a  lot of people come to our conferences to hear what you have to say .  best regards  emma  - invite . doc",0
490,"Subject: re : 6 . 25 30 yr fixed home loan , no points flu  dear  homeowner ,  * 6 . 25 %  30 yr fixed rate mortgage  interest  rates are at their lowest point in 40 years ! we help you find the  best rate for your situation by matching your needs with hundreds  of lenders ! home improvement , refinance , second  mortgage , home equity loans , and more ! even with less  than perfect credit !  click here for a free quote !  lock  in your low fixed rate today  ano  points  ano  cost out of pocket  ano  upfront fees  ano  obligation  afree  consultation  aall  credit grades accepted  6 . 25 % won ' t stay this low forever !  click for your free quote , now !  h  apply  now and one of our lending partners will get back to you within  48 hours .  click here !  to be removed please clicking  here . ",1
491,"Subject: re : aram ' s visit  jesus ,  i yalked to aram . i have him on my calendar from 8 : 30 till 10 : 00 on friday .  a dinner / lunch on fri would work for me .  vince  jesus melendrez @ enron  04 / 20 / 2000 09 : 53 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : aram ' s visit  vince ,  i asked my assistant to schedule the meetings with aram and she will  contacting your asst . . as far as lunch or diner , i would be interested . i  will visit with aram in the next few days or if you do , you might want to ask  him . i believe he is coming for a wedding and he might have a tight schedule  but lets ask . hope all is going well . jgm",0
492,"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corei desiqner 10  $ 90 quickbooks 2004 professionai edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter ix  $ 80 adobe liiustrator cs  $ 80 adobe lndesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cooi 3 d production studio 1 . 0 . 1  $ 90 aiias motion buiider 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincereiy ,  lsiah ",1
493,"Subject: - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 06 / 26 / 2000  10 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" gould , aaron "" on 06 / 16 / 2000 02 : 54 : 03 pm  to : "" ' vkamins @ enron . com ' ""  cc :  subject :  dr . kaminski ,  on wednesday , june 14 th i attended your presentation entitled "" the challenge  of valuation of energy related derivatives "" at the risk 2000 conference in  boston . can you please e - mail me the slides you presented .  also , you mentioned that the method you used to calculate volatility for  energy prices was not the "" normal "" method . can you please tell me , or give  me a reference to the method that you did use .  thank you ,  aaron gould  senior risk management analyst  pseg services corporation  aaron . gould @ pseg . com  1 - 973 - 456 - 3527",0
494,"Subject: please help my child  dear sir / mam ,  i have send this email in order to recive some help .  i am a single father from italy and i have a big problem . my 2 year child is cancer sick and i need money to treat him . i don ' t ask for lots off money but as much as you want : 1 $ 2 $ . . . . i will be pleased .  this is my sweet boy nely :  nely pictures  the pics say all the things .  if you have a hart and you are a father then please this is my paypal email address : david _ horatiul 23 @ yahoo . com .  thank you and i ' m very sorry for this email , but i need help .  have a nice day and good bless you !  please help my boy ! ! ! ",1
495,"Subject: reschedule meeting for duffie report  hi shirley ,  this email is in reference to your vmail regarding my rescheduling my  meeting on tomorrow at 2 pm with vince . that is fine with me because the  credit guys ( craig chaney and jeff kinneman ) have had a change in strategy .  they have asked us to take some time to evaluate moody ' s riskcalc software .  therefore i have had to put the duffie project on hold for the last few  days . however i am about two thirds through the duffie documents and will  resume studying them as soon as i get through the lengthy riskcalc documents .  let me know if he still wants to meet later in the week  thanks ,  iris .",0
496,"Subject: entrust your visual identity to us  thinking of breathing new life into your business ?  start from revamping its front - endlogo and  visualidentity .  we offer creative custom desiqn of logos ,  stationery and web - sites . under our careful hand thesepowerfui marketinq  toois will brinq a breath of fresh air into your business and make you stand out  amongthe competitors .  you are just a click  away from your future success . click here to see the sampies of our artwork ,  checkour prices and hot offers .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
497,"Subject: re : enl - dailyupdate - txt  please respond to lyris listmanager you have been subscribed to enl - dailyupdate - txt with the email address  "" vkamins @ enron . com ""  to unsubscribe , send a blank email to leave - enl - dailyupdate - txt - 13662 e @ estutenwsl 1 . energy . williams . com",0
498,"Subject: hello bevstarl 0  dear bevstarl 0 ,  rape sex !  click here  do you like sexy animals doing the wild thing ? we have the super hot content on the internet !  this is the site you have heard about . rated the number one adult site three years in a row !  - thousands of pics from hardcore fucking , and cum shots to pet on girl .  - thousands videos  so what are you waiting for ?  click here  you must be at least 18 to enter !  to not be on our in house address database  click here and you will eliminated from future mailings .  [ : kj ) _ 8 j 7 b ]",1
499,"Subject: financial engineering invoice # 2001 - m 608  connie :  in response to your email to vince kaminski of 3 / 19 / 01 , the subject invoice  was sent to our accounting dept . for payment on february 25 , 2001 . we  did not need the spav maintenance , so we deducted $ 1 , 600 . 00 . did you  receive a payment in the amount of $ 4100 . 00 that could possibly have been  payment for this invoice ?  i have left a message for our accounting dept . to see exactly when the invoice  was paid and the check number . as soon as i hear from them i will left you  know .  best regards ,  shirley crenshaw  administrative coordinator  enron research group  713 - 853 - 5290  email : shirley . crenshaw @ enron . com",0
500,"Subject: set & forget ! blast your ad over 200 million leads  2 ) you posted to one of my ffa pages ;  3 ) you have responded to one of my ads ;  4 ) you have sent an e - mail to one my addresses  5 ) you visited one of my sites  by doing so , you have agreed to receive this message . under bill s .  l 6 l 8 title iii passed by the 105 th us congress this letter cannot be  considered spam as long as the sender includes contact information &  a method of "" removal . "" however this is a one time mailing so there ' s no  removal required . thank you for your kind consideration .  @ @ @ @ @ @ @ @ @ @ @ @ @ @ disclaimer @ @ @ @ @ @ @ @ @ @ @ @ @",1
501,"Subject: personal time on tuesday , nov . 21 , 2000  shirley :  just a reminder that i had requested time - off on tuesday , november 21 , 2000 ,  to attend a school function that i attend every year for a little friend of  ours . i know you will be on vacation but leann will be here to help vince  or any of the rest of the department . i would not normally take off when you  are gone , but this is really important to riley and i hate to disappoint  him . his school has grandparents day the tuesday before thanksgiving every  year . he does not have grandparents that can attend so he has always asked  my husband and i to come as his special friends . usually , al could just go  alone but as you know he is in hawaii taking care of his father and will not  be here tomorrow . i have worked enough extra hours to cover the time i will  be off ( 9 : 00 am to 1 : 00 pm or 1 : 30 pm ) . i appreciate your consideration and  thanks in advance if we can work this out .  anita",0
502,Subject: do you want a rolex for $ 75 - $ 275 ?  replica watches  http : / / dragon . valentlne . com / repli / lib /  freedom is nothing else but a chance to be better .  it does not do to dwell on dreams and forget to live .  the only thing sadder than a battle won is a battle lost .  assassination is the extreme form of censorship .,1
503,"Subject: re : alp presentation  fyi  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 30 / 2001  02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" dennis w . loughridge "" on 04 / 30 / 2001 10 : 49 : 10 am  please respond to  to :  cc :  subject : re : alp presentation  vince  i will be attending the alp presentation on may 7 and would be pleased to  join the team for dinner if it is not too late .  thank you  dennis loughridge  dennis w . loughridge  director of energy consortium  rice university  713 - 348 - 2812  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : tuesday , april 10 , 2001 8 : 16 am  to : loughrid @ rice . edu  cc : luigical @ rice . edu  subject : alp presentation  sorry , trying again . i probably got a wrong e - mail address and the original  message  was returned .  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 10 / 2001  08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  04 / 10 / 2001 08 : 13 am  to : barrett @ rice . edu , uecker @ rice . edu , cmiller @ rice . edu ,  lounghrid @ rice . edu , luigical @ rice . edu  cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect , shirley  crenshaw / hou / ect @ ect , kenneth parkhill / na / enron @ enron  subject : alp presentation  on behalf of enron corp . i would like to invite you to an alp project  presentation by a group of students  of jesse h . jones graduate school of management , rice university .  the students will present the results of a research project regarding  electronic trading  platforms in the energy industry .  the presentation will be held on may 7 , at 4 : 00 p . m . at enron , 1400 smith .  we would also like to invite you to dinner , following the presentation .  vince kaminski  vincent kaminski  managing director - research  enron corp .  1400 smith street  room ebl 962  houston , tx 77002 - 7361  phone : ( 713 ) 853 3848  ( 713 ) 410 5396 ( cell )  fax : ( 713 ) 646 2503  e - mail : vkamins @ enron . com",0
504,"Subject: discover the new winning sexual erection pills !  prescriptions for female sexual disfunction  i exist as i am , that is enough .  the covers of this book are too far apart .  a person ' s a person , no matter how small .  a young man is embarrassed to question an older one .",1
505,"Subject: additional info  dear vince ,  thanks so much for your prompt return call . as discussed , pls find attached  a # of related self - explanatory documents ( in naturally the strictest  privacy and confidence ) .  > > >  > > >  > > > >  > the tx fellowship - - the highest individual recognition reward within the  > company - - will be determined in jan . 2001 . the pdf files refer to a paper  > presentation and 2 press interviews , respectively . the spe paper will be  > published in the jan . 2001 edition of journal of petroleum technology  > ( jpt ) .  >  > i ' ll appreciate your review and additional discussion re best fit . as  > discussed , it ' s best to correspond via my personal e - mail address :  > newsoussan @ iwon . com or else pls leave me a message a my secure personal  > phone # @ work . pls be also advised that i ' ll be checking my phone - and  > e - mail infrequently ( every other day ) while i ' m in england . i look  > forward to seeing you soon in either ny or houston .  >  wishing you a very happy holiday season and a healthy and prosperous 2001 .  > soussan ,  > 914 253 4187 ( w )  >  >  >  - sfaiz _ detailed _ resume . doc  - sfaiz _ job _ description . doc  - sfaiz _ cover _ nomtxfellow . doc  - sf _ external _ invitations . xls  - spe 62964 . pdf  - real _ rewards . pdf  - get _ real . pdf",0
506,"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enough for a man , but made for a woman ; - )  orderinq viaqra online is a very convinient , fast and secure way !  millions of people do it daily to save their privacy and money  order here . . . ",1
507,"Subject: today ' s project list  please , use a new template stored in the plans 2001 folder  for today ' s project lists .  over the last few weeks we had several parallel  copies of the same file floating around .  i have updated he list of group members in the first sheet .  please , make sure i have not omitted anybody .  vince ",0
508,"Subject: a wedding consulting business of your own  do you know what a wedding consultant is ?  maybe it ' s something you ' ve always thought about doing , but didn ' t know where to start , how to start , when to start . or even if an opportunity like this existed .  it does ! and a touch of class would like you to invite you to be a part of it .  wedding consulting isn ' t wedding planning . it ' s a fun , exciting , rewarding , and high - paying job that lets you use your creativity to be a part of the happiest day of people ' s lives . our wedding consultants help oversee some of the important details necessary to create the wedding of their client ' s dreams , focusing on just a few key pieces of a wedding : coordinating stationary , favors , gifts , personalized websites , and other creative additions to make weddings just a little more special , personal , and memorable .  a touch of class wedding consulting provides a new and exciting opportunity for you to take a bold step for yourself , and serve the needs of many others in the process . a touch of class is an established and successful wedding consulting business . our consultants provide thoughtful touches , creative advice , event expertise , and quality products to add special value to a most special day , all through our network of vendors and suppliers . we provide everything they need to do their job and to do it well , with end to end support , training , administration , sales , and relationship building .  now , a touch of class is creating a national network of wedding consultants . it ' s an exciting opportunity . perhaps it ' s the right opportunity for you . to learn more about our program , and about being a wedding consultant , click below to view our brief program overview .  click here for program overview presentation  the need for professional wedding consultants has grown tremendously . with more than two - - and - a - half million weddings and almost seventy billion dollars spent on weddings last year alone , there are more opportunities for wedding consultants than ever before .  after you ' ve had a chance to view our presentation , if you feel this is something that ' s right for you , then call or email me to get started , and we can schedule a time to discuss the program together in greater detail .  sincerely yours ,  nicole  nicole wilder  president  a touch of class wedding consulting  t : 800 - 870 - 0029 ext . 5101  f : 203 . 924 . 0634  email : nicole . wilder @ atocweddings . com  web : www . atocweddings . com  a touch of class 223 canal st . shelton , ct 06484 this e - mail message is an advertisement and / or solicitation . ",1
509,"Subject: @ jones : news and information from the jones school  @ jones : news and information from the jones school  march 13 , 2001  forbes magazine survey  alumni association reception - - new york : march 15  conference - - perspectives on women in business : march 16  southwest business plan competition - - march 30 - 31  rice alliance business presentation forum - - march 30  cancelled - - neuhaus lecture : march 19  dean ' s lecture - - ralph eads , executive vice president , el paso corp . : april  11  black leadership conference : april 27  prof . stephen zeff publishes new book on henry rand hatfield , accounting  historian  rice alliance continues expansion of network , enhances services  jones school campaign  visit construction site  - - - - - - - - - - - - - - - - - - - - - - -  announcement  - - - - - - - - - - - - - - - - - - - - - - -  if those of you in the class of 1996 haven ' t received the forbes magazine  survey , please do fill it out when it comes . forbes is looking at return on  investment . your names and addresses will not be used for any other purpose  beyond this one - page questionnaire and your responses will remain  confidential . as you know , rankings are influenced by the percentage of the  class which returns the survey . this is true for all rankings . we greatly  appreciate your taking your time to do this and thank you for supporting the  jones school .  - - - - - - - - - - - - - - - - - - - - - - -  news  - - - - - - - - - - - - - - - - - - - - - - -  the jones graduate school alumni association will host a dean ' s reception on  thursday , march 15 , in new york city . you and your guest are invited to join  gil whitaker , dean and professor of business economics , for cocktails and  hors d  , oeuvres from 6 to 8 p . m . on march 15 at the 50 th floor , j . p . morgan  chase & co . building , 270 park avenue , new york , ny . please rsvp to deanna  sheaffer , director of finance and alumni affairs , at sheaffer @ rice . edu or  713 - 348 - 6222 .  managers and business owners will address issues related to women in  leadership in the march 16 conference "" grace under pressure : perspectives on  women in leadership "" in herring hall . the conference , sponsored by enron  corp . , j . p . morgan chase monika drake , assistant director of career planning , jones  school ; marla hutchison , principal , deloitte consulting ; christie patrick ,  vice president , public affairs , enron corp . ; and bette wickline , director ,  women  , s business initiative , j . p . morgan chase & co .  the march 19 neuhaus lecture featuring c . k . prahalad , harvey c . fruehauf  professor of business administration , university of michigan graduate school  of business administration , ann arbor , has been cancelled . it will be  rescheduled at a later date .  the jones school and the rice alliance will welcome aspiring entrepreneurs  at the first southwest business plan competition , scheduled for march 30 - 31 ,  at herring hall . nine teams from schools in the southwest region of the u . s .  will compete for the opportunity to enter the international moot corpc  competition held each year at the university of texas , austin .  http : / / www . alliance . rice . edu / swbpc /  the rice alliance hosts the second annual business plan presentation forum  from 9 a . m . to 1 : 30 p . m . on saturday , march 31 , duncan hall . the forum is  intended to provide presenters with candid and constructive coaching on the  components of their business plans .  ralph eads , group executive vice president of merchant energy and production  for el paso corp . , will speak at the dean ' s lecture series scheduled for  9 : 45 a . m . on wednesday , april 11 at 124 herring hall .  http : / / jonesgsm . rice . edu / news / calendar / index . cfm ? eventrecord = 1735 author and  financial advisor brooke stevens ; shell oil company chairman steve miller ;  former u . s . secretary of energy hazel o ' leary ; and federal reserve board  member samuel golden . http : / / jonesgsm . rice . edu / content / content . cfm ? pageid = 60  stephen zeff , the herbert s . autrey professor of accounting and professor of  managerial studies , was profiled in the march 1 edition of rice news for the  successful release of his book on accounting historian henry rand hatfield ,  the first first full - time accounting professor in a u . s . university .  in its 2001 rankings of the top full - time mba programs in the world , the  financial times ranked the jones school among the ten best in four  categories : value for money ; employed at three months ; finance ;  entrepreneurship . overall , the jones was ranked 35 th of 51 u . s . schools and  54 th among the world ' s best 100 graduate business schools .  the rice alliance for technology and entrepreneurship enters its second year  determined to enhance services that have promoted the entrepreneurial spirit  in the rice community and in houston . the alliance brings together students ,  faculty , alumni and other rice - associated parties as collaborators , mentors  and investors in engineering , science , software , or e - commerce innovations .  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  online :  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  visit the construction web cam url for up - to - the - minute live feeds of the  new jones school building construction .  learn about new and upcoming initiatives and programs at the school , and  view artist renderings of the new $ 60 million building , currently under  construction . http : / / jonesgsm . rice . edu / campaign / campaign . html  @ jones : news and information from the jones school , the jones school  e - newsletter , is published monthly by the public relations department of the  jesse h . jones graduate school of management . the jones school website  http : / / jonesgsm . rice . edu is updated frequently and we  encourage you to visit the site regularly to get the latest news and  information about new initiatives and programs at the jones school . to  submit items to be posted on the jones school website , please e - mail  jgsmnews @ rice . edu or call 713 - 348 - 6364 .",0
510,"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be iost among  competitors . get your ioqo , business stationery or website done riqht  now ! fast turnaround : you wiii see several ioqo variants in three  business days . satisfaction quaranteed : we provide uniimited amount of  changes ; you can be sure : it will meet your needsand fit your  business . fiexible discounts : iogo improvement , additional formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
511,"Subject: fw : energy leader consulting generation evaluator ( ege )  vince :  this is the gentleman that wants to meet with you on the 29 th ?  - - - - - original message - - - - -  from : "" steve mitnick "" @ enron [ mailto : imceanotes - + 22 steve + 20 mitnick + 22 + 20 + 3 csmitnick + 40 earthlink + 2 enet + 3 e + 40 enron @ enron . com ]  sent : monday , may 21 , 2001 9 : 13 am  to : crenshaw , shirley  cc : vkamins @ enron . com  subject : energy leader consulting generation evaluator ( ege )  shirley :  as requested , herein is information regarding the meeting with vince kaminski .  the presentation on the ege tool ' s applications and the allegheny energy case study is timed to take an hour . if the meeting is most conveniently scheduled for tuesday , may 29 , might i request it be set for late afternoon ( as my other appointments are the next day ) .  and , as vince will recall , i was co - leader of the energy consulting business of phb hagler bailly , and developer of the ramp up , real time , 75 check and electric strategy tools . presently , i am ceo of energy leader consulting ( elc ) .  background  the u . s . power generation industry has become increasingly efficient in recent years . rapidly growing new entrants seek profit maximization aggressively . utilities , who still control most power plants , endeavor to adopt the entrants ' methods . yet , inefficiency among many utilities remains widespread .  utility inefficiency arises from adherence to decades - old habits and in unit commitment and dispatch and planned maintenance scheduling . many utilities , notwithstanding the industry - wide trend towards profit maximization , cling to ingrained routines .  inefficiency can also arise from the diseconomies of small scale . a utility may operate a relatively small system ( fewer than a dozen plants ) . a small system lacks portfolio diversification and perspective in its focus on its regulated customers , playing the wholesale market at the margin .  for a variety of reasons , utilities are reluctant to cut back the starts of their generating units , let alone shut down any ( even temporarily or seasonally ) . economically inefficient units continue to be committed , week after week , and run in the half - load range .  ege objectives  ege identifies and assesses generating units of a utility with questionable commitment routines . taking into account transmission and reliability factors , the procedure points towards profit opportunities that may be exploited by another industry participant .  i . an industry participant can use ege as a basis for a medium or long - term wholesale power transaction with a utility ; or to price wholesale power more aggressively , to take market share from the utility ( i . e . , compel changes in unit commitment habits ) .  ii . an industry participant can use ege to spot and quantify efficiencies that would come from a merger or acquisition .  iii . a power plant developer can use ege to estimate the incremental value a new plant will enjoy when the target utility ' s unit commitment routines inevitably become rationalized .  specific ege concepts  ege reduces and analyses the extraordinary but unwieldy continuous emission monitoring data base intelligently focusing on profit opportunities .  it produces indicative statistics such as :  a . the frequency distribution of starts per week ;  b . the frequency distribution of starts by day / 15 - minute segment during the week ;  c . the frequency distribution of load level ;  d . the frequency distribution of hours of operation per start ;  e . average heat rate and approximate fully - allocated cost in the half - load range ;  f . average ramp rate from the half - load range ;  g . the frequency distribution of unused connected capacity during the highest demand hours ; and  h . forced - off maintenance outage rate ( where indicated ) .  indicative statistics are generally aggregated by month / year ; in some cases , by temperature range . ( they can be by regional wholesale prices as well . ) ege establishes if the target utility has changed unit commitment routines significantly in recent years .  ege is based upon uniquely timely actual hourly operating data . ege is now updated for the 4 th quarter 2000 ( through december 31 , 2000 ) . ege lst quarter 2000 ( through march 31 , 2001 ) will be available approximately june 15 , 2001 .  ege also compares and ranks generating units ' commitment and dispatch with that of similar units operated by the target utility ( as well as other regional generators ) . some utilities operate a group of economically marginal units at the half - load level for lengthy time periods ( without an apparent reliability basis ) , splitting the limited economic demand for power among the units .  other ege supporting data :  i . planned maintenance schedule ( where indicated ) ;  j . actual maximum generating capacity ;  k . actual minimum generating capacity ( actual maximums and minimums can differ significantly from government - reported values ) ;  l . average heat rate in the full - load range ; and  m . average heat rate in the three - quarter - load range .  with respect to a generating units ' average heat rate in the half - load , three - quarter - load and full - load ranges , it can be instructive to rank these relative to similar generating units within a region . it can also be of interest to identify significant seasonal variations in average heat rates and maximum capacities , and changes in recent years in these parameters .  the real - world example of allegheny energy  allegheny energy can serve as a case study to illustrate the application of ege . in the 4 th quarter 2000 , for instance , one high - cost generating unit was started virtually every weekday morning ( 52 times ) and committed for the whole day ( in all but two cases ) . arguably , there are power products that could substitute for this routine ( in part at least ) at a profit to the seller of the product and allegheny energy .  another high - cost allegheny energy generating unit was started virtually every weekend during the autumn ( nine times ) and committed for most of the coming week . at another plant , two high - cost units were operated too often in the expensive half - load range ( some 550 hours ) and three - quarter - load range ( another 400 to 600 hours ) ; they were seldom called upon to run at higher levels . again , there are power products that that address these practices and might appeal to allegheny energy .  offering of energy leader consulting ( elc )  ege is a procedure , not a software package or data base . elc believes this format is more effective in arming clients with the information they need to act upon profit opportunities .  elc transfers its "" knowledge "" about the ege procedure and the supporting data methods in a straight - forward four - step process :  1 . enron would select one to three target utilities .  2 . elc would perform the ege procedure on the target utilities .  3 . employing this real - world analysis as a pedagogic tool , elc , in a one - day seminar with enron personnel , would instruct how to perform the procedure in the future ( without the assistance of elc ) .  4 . optionally , elc would provide ege supporting data , quarterly , to enron .  the basic ege supporting data set is national including all generating units under the continuous emission monitoring program ( virtually all fossil fuel units ) . parameters that are incorporated , and the data set format , will be specified upon request . custom modifications will be considered .  steven a . mitnick  chief executive officer  energy leader consulting  4807 41 st street , nw  washington , dc 20016  ( 202 ) 997 - 0924 voice  ( 202 ) 537 - 0906 fax  smitnick @ energyleader . com",0
512,"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  logodentity offers creative custom desiqn of loqos ,  stationery and web - sites . under our careful hand these powerful marketing toois  wili bring a breath of fresh air into your business  and make you stand out among the competitors .  you are just a click  away from your future success . click here to see the sampies of our artwork ,  check our prices and hot offers",1
513,"Subject: re : publication submission question  martin ,  i don ' t see any problem . the article supportsenron ' s position .  please , go ahead .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 09 / 2001 02 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  04 / 05 / 2001 01 : 01 pm  to : martin lin / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : publication submission question  martin ,  let me read it friday . we run our papers by our pr  department to review for any potential conflict with the company line .  i shall fwd it to them .  i think you should submit it as an enron employee with a note  that it was developed when you were at ut .  vince  from : martin lin on 04 / 02 / 2001 11 : 59 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : publication submission question  my supervising professors from ut and i are finishing a paper ( finally ! ) that is based on work done for my phd . all of the research was done while i was a grad student . i have a couple of questions regarding submission of this paper ( to ieee transactions on power systems ) .  1 . should i submit it with my affiliation as the university of texas at austin or as enron ( ena , corp , etc ) ?  2 . what legal or other reviews / clearances would i need ?  a draft of the paper for your review is attached .  thanks ,  martin ",0
514,"Subject: need a graphic artist ? come here .  thinking of breathing new life into your business ?  start from revamping its front - endlogo and  visualidentity .  we offer creative custom design of ioqos ,  stationery and web - sites . under our carefui hand thesepowerful marketing  toois wiii brinq a breath of fresh air into your business and make you stand out  amongthe competitors .  you are just a ciick  away from your future success . click here to see the sampies of our artwork ,  checkour prices and hot offers .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
515,"Subject: vince kaminski expense reports  hi liz :  vince has two expense reports pending for approval from greg whalley .  they are : london trip - 8 , 051 . 59  philadelphia ( wharton business school ) - 2 , 067 . 47  please have greg approve these as soon as possible .  the wharton school will be cross - charged to christie patrick ' s cost center .  but for expediency in getting this paid it was submitted on our cost center .  thanks !  shirley",0
516,Subject: low price software  http : / / woe . mainoemstore . com / ? a = 3107,1
